PlotID,Site,Treatment,Plot,Month,Time,tree.abn,liana.abn,palm.abn,shrub.abn,herb.abn,bamboo.abn,tree.rich,liana.rich,palm.rich,shrub.rich,herb.rich,bamboo.rich,tree.invs,liana.invs,palm.invs,shrub.invs,herb.invs,bamboo.invs,tree.even,liana.even,palm.even,shrub.even,herb.even,bamboo.even
CAR_closed_2_T108_108,CAR,closed,2,T108,108,14,1,1,4,14,0,12,1,1,2,5,0,10.88888888888889,1,1,1.6,3.5,0,4.38201124771342,0,0,2.3083120654223417,2.1746722709586415,-0
CAR_closed_3_T0_0,CAR,closed,3,T0,0,13,0,2,4,11,0,6,0,1,2,6,0,2.9649122807017543,0,1,1.6,4.840000000000001,0,1.6547490506519436,-0,0,2.3083120654223417,2.701255432508037,-0
CAR_closed_3_T006_6,CAR,closed,3,T006,6,12,0,1,3,11,0,6,0,1,2,6,0,2.666666666666666,0,1,1.7999999999999998,4.840000000000001,0,1.488295004136659,-0,0,2.596851073600134,2.701255432508037,-0
CAR_closed_3_T012_12,CAR,closed,3,T012,12,13,0,1,3,11,0,7,0,1,2,6,0,3.0727272727272728,0,1,1.7999999999999998,4.840000000000001,0,1.5790694520088704,-0,0,2.596851073600134,2.701255432508037,-0
CAR_closed_3_T018_18,CAR,closed,3,T018,18,13,0,1,3,11,0,7,0,1,2,6,0,3.0727272727272728,0,1,1.7999999999999998,4.840000000000001,0,1.5790694520088704,-0,0,2.596851073600134,2.701255432508037,-0
CAR_closed_3_T024_24,CAR,closed,3,T024,24,14,0,1,3,12,0,7,0,1,2,7,0,2.8000000000000003,0,1,1.7999999999999998,5.538461538461538,0,1.438915358635302,-0,0,2.596851073600134,2.846206203894004,-0
CAR_closed_3_T030_30,CAR,closed,3,T030,30,16,0,1,3,12,0,8,0,1,2,7,0,2.909090909090909,0,1,1.7999999999999998,5.538461538461538,0,1.3989770093468739,-0,0,2.596851073600134,2.846206203894004,-0
CAR_closed_3_T036_36,CAR,closed,3,T036,36,18,0,2,4,12,0,9,0,1,2,7,0,4.153846153846154,0,1,1.6,5.538461538461538,0,1.890496855301893,-0,0,2.3083120654223417,2.846206203894004,-0
CAR_closed_3_T042_42,CAR,closed,3,T042,42,18,0,2,3,11,0,10,0,1,2,7,0,5.0625,0,1,1.7999999999999998,5.761904761904763,0,2.1986158146352124,-0,0,2.596851073600134,2.9610333060352305,-0
CAR_closed_3_T048_48,CAR,closed,3,T048,48,20,0,2,3,11,0,11,0,2,2,7,0,4.999999999999999,0,2,1.7999999999999998,5.761904761904763,0,2.085161957121231,-0,2.8853900817779268,2.596851073600134,2.9610333060352305,-0
CAR_closed_3_T054_54,CAR,closed,3,T054,54,19,0,1,2,11,0,10,0,1,2,7,0,4.569620253164557,0,1,2,5.761904761904763,0,1.9845608603427076,-0,0,2.8853900817779268,2.9610333060352305,-0
CAR_closed_3_T060_60,CAR,closed,3,T060,60,18,0,1,2,12,0,10,0,1,2,7,0,5.0625,0,1,2,6,0,2.1986158146352124,-0,0,2.8853900817779268,3.0833900542185044,-0
CAR_closed_3_T066_66,CAR,closed,3,T066,66,13,0,1,2,13,0,7,0,1,2,8,0,5.451612903225806,0,1,2,6.759999999999998,0,2.801574834209286,-0,0,2.8853900817779268,3.2508728254697967,-0
CAR_closed_3_T072_72,CAR,closed,3,T072,72,13,0,1,2,13,0,7,0,1,2,8,0,4.5675675675675675,0,1,2,6.759999999999998,0,2.3472654016348073,-0,0,2.8853900817779268,3.2508728254697967,-0
CAR_closed_3_T078_78,CAR,closed,3,T078,78,14,0,0,2,13,0,8,0,0,2,8,0,5.157894736842105,0,0,2,6.759999999999998,0,2.4804230527564637,-0,-0,2.8853900817779268,3.2508728254697967,-0
CAR_closed_3_T084_84,CAR,closed,3,T084,84,15,0,0,2,13,0,8,0,0,2,8,0,4.591836734693877,0,0,2,6.759999999999998,0,2.2082066952382093,-0,-0,2.8853900817779268,3.2508728254697967,-0
CAR_closed_3_T090_90,CAR,closed,3,T090,90,14,0,0,2,12,0,8,0,0,2,8,0,5.157894736842105,0,0,2,7.199999999999999,0,2.4804230527564637,-0,-0,2.8853900817779268,3.4624680981335123,-0
CAR_closed_3_T096_96,CAR,closed,3,T096,96,14,0,0,2,12,0,8,0,0,2,8,0,5.157894736842105,0,0,2,7.199999999999999,0,2.4804230527564637,-0,-0,2.8853900817779268,3.4624680981335123,-0
CAR_closed_3_T102_102,CAR,closed,3,T102,102,14,0,0,2,12,0,8,0,0,2,8,0,5.157894736842105,0,0,2,7.199999999999999,0,2.4804230527564637,-0,-0,2.8853900817779268,3.4624680981335123,-0
CAR_closed_3_T108_108,CAR,closed,3,T108,108,31,0,0,2,12,0,10,0,0,2,8,0,3.4945454545454546,0,0,2,7.199999999999999,0,1.5176618076691817,-0,-0,2.8853900817779268,3.4624680981335123,-0
CAR_closed_4_T0_0,CAR,closed,4,T0,0,19,2,5,1,8,0,10,2,2,1,3,0,6.333333333333334,2,1.923076923076923,1,2.909090909090909,0,2.750531718720595,2.8853900817779268,2.7744135401710834,0,2.6479686592780722,-0
CAR_closed_4_T006_6,CAR,closed,4,T006,6,19,2,4,1,7,0,10,2,2,1,3,0,6.333333333333334,2,1.6,1,2.882352941176471,0,2.750531718720595,2.8853900817779268,2.3083120654223417,0,2.6236307120420608,-0
CAR_closed_4_T012_12,CAR,closed,4,T012,12,19,2,4,1,6,0,10,2,2,1,3,0,6.333333333333334,2,1.6,1,2.571428571428571,0,2.750531718720595,2.8853900817779268,2.3083120654223417,0,2.3406151541832956,-0
CAR_closed_4_T018_18,CAR,closed,4,T018,18,21,2,3,1,6,0,10,2,2,1,3,0,6.041095890410959,2,1.7999999999999998,1,2.571428571428571,0,2.623614609853891,2.8853900817779268,2.596851073600134,0,2.3406151541832956,-0
CAR_closed_4_T024_24,CAR,closed,4,T024,24,24,2,5,1,11,0,10,2,2,1,6,0,4.056338028169014,2,1.923076923076923,1,3.666666666666667,0,1.7616452223681198,2.8853900817779268,2.7744135401710834,0,2.046405630687907,-0
CAR_closed_4_T030_30,CAR,closed,4,T030,30,30,2,7,1,12,0,11,2,2,1,6,0,3.2374100719424463,2,1.6896551724137931,1,3.2727272727272725,0,1.3501048643230997,2.8853900817779268,2.437657138053766,0,1.8265438687131728,-0
CAR_closed_4_T036_36,CAR,closed,4,T036,36,33,2,5,1,15,0,10,2,2,1,6,0,2.586698337292161,2,1.923076923076923,1,2.5280898876404496,0,1.1233888142343018,2.8853900817779268,2.7744135401710834,0,1.4109538311688836,-0
CAR_closed_4_T042_42,CAR,closed,4,T042,42,38,2,4,1,16,0,10,2,2,1,6,0,2.080691642651297,2,1.6,1,2.3703703703703702,0,0.9036328989456709,2.8853900817779268,2.3083120654223417,0,1.3229288925659193,-0
CAR_closed_4_T048_48,CAR,closed,4,T048,48,36,2,3,1,17,0,10,2,1,1,6,0,1.8837209302325582,2,1,1,2.24031007751938,0,0.8180896054456603,2.8853900817779268,0,0,1.2503408610334144,-0
CAR_closed_4_T054_54,CAR,closed,4,T054,54,35,3,3,1,15,0,11,3,1,1,6,0,2.0797962648556876,3,1,1,2.5280898876404496,0,0.8673424100079825,2.730717679880512,0,0,1.4109538311688836,-0
CAR_closed_4_T060_60,CAR,closed,4,T060,60,39,3,3,1,14,0,11,3,1,1,6,0,2.041610738255034,3,1,1,2.7222222222222223,0,0.8514178085319177,2.730717679880512,0,0,1.5193011500561733,-0
CAR_closed_4_T066_66,CAR,closed,4,T066,66,38,3,2,1,13,0,12,3,1,1,6,0,2.0927536231884054,3,1,1,2.4492753623188404,0,0.842186012648382,2.730717679880512,0,0,1.366966607060301,-0
CAR_closed_4_T072_72,CAR,closed,4,T072,72,37,3,2,1,14,0,13,3,1,1,7,0,2.3164128595600673,3,1,1,2.8000000000000003,0,0.903102766072762,2.730717679880512,0,0,1.438915358635302,-0
CAR_closed_4_T078_78,CAR,closed,4,T078,78,37,3,3,1,15,0,13,3,2,1,7,0,2.3164128595600673,3,1.7999999999999998,1,2.586206896551724,0,0.903102766072762,2.730717679880512,2.596851073600134,0,1.3290474371631484,-0
CAR_closed_4_T084_84,CAR,closed,4,T084,84,38,3,4,1,15,0,13,3,2,1,7,0,2.2562499999999996,3,2,1,3.082191780821918,0,0.8796469970982005,2.730717679880512,2.8853900817779268,0,1.5839332470300538,-0
CAR_closed_4_T090_90,CAR,closed,4,T090,90,36,3,2,1,15,0,12,3,2,1,7,0,2.1966101694915254,3,2,1,3.082191780821918,0,0.8839809614896114,2.730717679880512,2.8853900817779268,0,1.5839332470300538,-0
CAR_closed_4_T096_96,CAR,closed,4,T096,96,36,3,2,1,18,0,12,3,2,1,7,0,2.1966101694915254,3,2,1,3.176470588235294,0,0.8839809614896114,2.730717679880512,2.8853900817779268,0,1.6323829698803844,-0
CAR_closed_4_T102_102,CAR,closed,4,T102,102,33,3,2,1,18,0,12,3,2,1,7,0,2.393406593406594,3,2,1,3.176470588235294,0,0.963177668509514,2.730717679880512,2.8853900817779268,0,1.6323829698803844,-0
CAR_closed_4_T108_108,CAR,closed,4,T108,108,34,3,2,1,20,0,12,3,2,1,7,0,2.524017467248908,3,2,1,3.508771929824561,0,1.0157393507978436,2.730717679880512,2.8853900817779268,0,1.8031520784903532,-0
CAR_closed_5_T0_0,CAR,closed,5,T0,0,4,0,1,32,7,0,4,0,1,1,4,0,4,0,1,1,3.266666666666667,0,2.8853900817779268,-0,0,0,2.3564019001186405,-0
CAR_closed_5_T006_6,CAR,closed,5,T006,6,5,0,2,32,8,0,4,0,2,1,5,0,3.571428571428571,0,2,1,4,0,2.5762411444445776,-0,2.8853900817779268,0,2.4853397382384474,-0
CAR_closed_5_T012_12,CAR,closed,5,T012,12,5,0,2,32,8,0,4,0,2,1,5,0,3.571428571428571,0,2,1,4,0,2.5762411444445776,-0,2.8853900817779268,0,2.4853397382384474,-0
CAR_closed_5_T018_18,CAR,closed,5,T018,18,5,0,2,32,8,0,4,0,2,1,5,0,3.571428571428571,0,2,1,4,0,2.5762411444445776,-0,2.8853900817779268,0,2.4853397382384474,-0
CAR_closed_5_T024_24,CAR,closed,5,T024,24,6,0,2,31,9,0,5,0,2,1,5,0,4.5,0,2,1,3.5217391304347827,0,2.7960072055182534,-0,2.8853900817779268,0,2.18817955214472,-0
CAR_closed_5_T030_30,CAR,closed,5,T030,30,7,0,2,32,9,0,5,0,2,1,5,0,4.454545454545455,0,2,1,3.5217391304347827,0,2.7677647084928165,-0,2.8853900817779268,0,2.18817955214472,-0
CAR_closed_5_T036_36,CAR,closed,5,T036,36,8,0,3,36,12,0,6,0,2,1,6,0,4.571428571428571,0,1.7999999999999998,1,4,0,2.551362864234273,-0,2.596851073600134,0,2.232442506204989,-0
CAR_closed_5_T042_42,CAR,closed,5,T042,42,9,0,3,40,12,0,7,0,2,1,6,0,5.4,0,1.7999999999999998,1,4,0,2.775051048796654,-0,2.596851073600134,0,2.232442506204989,-0
CAR_closed_5_T048_48,CAR,closed,5,T048,48,9,0,3,39,13,0,7,0,2,1,6,0,5.4,0,1.7999999999999998,1,4.121951219512195,0,2.775051048796654,-0,2.596851073600134,0,2.300504777735629,-0
CAR_closed_5_T054_54,CAR,closed,5,T054,54,9,0,3,38,14,0,7,0,2,1,6,0,5.4,0,1.7999999999999998,1,3.7692307692307696,0,2.775051048796654,-0,2.596851073600134,0,2.1036477462316245,-0
CAR_closed_5_T060_60,CAR,closed,5,T060,60,8,0,3,39,15,0,7,0,2,1,6,0,6.4,0,1.7999999999999998,1,3.4615384615384612,0,3.2889493911664047,-0,2.596851073600134,0,1.9319213996004712,-0
CAR_closed_5_T066_66,CAR,closed,5,T066,66,6,0,4,37,13,0,5,0,2,1,6,0,4.5,0,1.6,1,3.4489795918367343,0,2.7960072055182534,-0,2.3083120654223417,0,1.9249121609624649,-0
CAR_closed_5_T072_72,CAR,closed,5,T072,72,6,0,4,36,13,0,5,0,2,1,6,0,4.5,0,1.6,1,3.4489795918367343,0,2.7960072055182534,-0,2.3083120654223417,0,1.9249121609624649,-0
CAR_closed_5_T078_78,CAR,closed,5,T078,78,6,0,4,36,13,0,5,0,2,1,6,0,4.5,0,1.6,1,3.4489795918367343,0,2.7960072055182534,-0,2.3083120654223417,0,1.9249121609624649,-0
CAR_closed_5_T084_84,CAR,closed,5,T084,84,7,0,7,34,12,0,5,0,2,1,6,0,4.454545454545455,0,1.3243243243243243,1,3.789473684210526,0,2.7677647084928165,-0,1.91059613523133,0,2.1149455321942,-0
CAR_closed_5_T090_90,CAR,closed,5,T090,90,7,0,6,30,11,0,5,0,2,1,6,0,4.454545454545455,0,1.3846153846153844,1,4.172413793103448,0,2.7677647084928165,-0,1.9975777489231799,0,2.328668476300032,-0
CAR_closed_5_T096_96,CAR,closed,5,T096,96,8,0,6,30,12,0,5,0,2,1,6,0,4,0,1.3846153846153844,1,4.5,0,2.4853397382384474,-0,1.9975777489231799,0,2.5114978194806126,-0
CAR_closed_5_T102_102,CAR,closed,5,T102,102,7,0,6,26,12,0,4,0,2,1,6,0,3.266666666666667,0,1.3846153846153844,1,4.5,0,2.3564019001186405,-0,1.9975777489231799,0,2.5114978194806126,-0
CAR_closed_5_T108_108,CAR,closed,5,T108,108,7,0,6,27,12,0,4,0,2,1,6,0,3.266666666666667,0,1.3846153846153844,1,4.5,0,2.3564019001186405,-0,1.9975777489231799,0,2.5114978194806126,-0
CAR_closed_8_T0_0,CAR,closed,8,T0,0,33,0,6,7,15,0,10,0,2,2,4,0,3.050420168067227,0,1.3846153846153844,1.6896551724137931,2.9999999999999996,0,1.3247806464779868,-0,1.9975777489231799,2.437657138053766,2.164042561333445,-0
CAR_closed_8_T006_6,CAR,closed,8,T006,6,34,0,6,7,14,0,10,0,2,2,4,0,2.934010152284264,0,1.3846153846153844,1.6896551724137931,3.1612903225806455,0,1.2742244189851752,-0,1.9975777489231799,2.437657138053766,2.2803889355986846,-0
CAR_closed_8_T012_12,CAR,closed,8,T012,12,32,0,6,7,13,0,10,0,2,2,4,0,3.1801242236024843,0,1.3846153846153844,1.6896551724137931,3.0727272727272723,0,1.3811104020774216,-0,1.9975777489231799,2.437657138053766,2.2165041991839525,-0
CAR_closed_8_T018_18,CAR,closed,8,T018,18,33,0,6,7,14,0,10,0,2,2,4,0,3.050420168067227,0,1.3846153846153844,1.6896551724137931,3.1612903225806455,0,1.3247806464779868,-0,1.9975777489231799,2.437657138053766,2.2803889355986846,-0
CAR_closed_8_T024_24,CAR,closed,8,T024,24,31,0,7,7,13,0,9,0,2,2,4,0,2.7535816618911175,0,1.3243243243243243,1.6896551724137931,3.3137254901960778,0,1.253209021186806,-0,1.91059613523133,2.437657138053766,2.3903476657866154,-0
CAR_closed_8_T030_30,CAR,closed,8,T030,30,34,0,6,7,14,0,12,0,2,2,5,0,3.284090909090909,0,1.3846153846153844,1.6896551724137931,3.769230769230769,0,1.321615405299467,-0,1.9975777489231799,2.437657138053766,2.3419547533400755,-0
CAR_closed_8_T036_36,CAR,closed,8,T036,36,40,0,6,9,16,0,12,0,2,3,6,0,2.6578073089700998,0,1.3846153846153844,2.454545454545454,4,0,1.0695803438720124,-0,1.9975777489231799,2.234223556265873,2.232442506204989,-0
CAR_closed_8_T042_42,CAR,closed,8,T042,42,55,0,6,11,19,0,13,0,2,3,7,0,2.878211227402474,0,1.3846153846153844,2.688888888888889,4.149425287356323,0,1.1221317953236178,-0,1.9975777489231799,2.4475321427077184,2.132382776959541,-0
CAR_closed_8_T048_48,CAR,closed,8,T048,48,58,0,5,11,20,0,14,0,2,3,8,0,3.0089445438282647,0,1.4705882352941173,2.688888888888889,4.25531914893617,0,1.140158840076025,-0,2.121610354248475,2.4475321427077184,2.0463759445233527,-0
CAR_closed_8_T054_54,CAR,closed,8,T054,54,60,0,5,11,20,0,14,0,2,3,8,0,2.7355623100303945,0,1.4705882352941173,2.688888888888889,4.25531914893617,0,1.0365679742278298,-0,2.121610354248475,2.4475321427077184,2.0463759445233527,-0
CAR_closed_8_T060_60,CAR,closed,8,T060,60,61,0,7,11,21,0,15,0,2,3,8,0,3.119027661357921,0,1.3243243243243243,2.688888888888889,4.045871559633028,0,1.1517613890940566,-0,1.91059613523133,2.4475321427077184,1.9456529450520885,-0
CAR_closed_8_T066_66,CAR,closed,8,T066,66,59,0,6,11,20,0,14,0,2,3,7,0,3.088731144631766,0,1.3846153846153844,2.688888888888889,3.278688524590164,0,1.1703918327087135,-0,1.9975777489231799,2.4475321427077184,1.684912597933609,-0
CAR_closed_8_T072_72,CAR,closed,8,T072,72,60,0,5,11,20,0,14,0,2,3,7,0,3.0201342281879193,0,1.4705882352941173,2.688888888888889,3.278688524590164,0,1.1443988708756916,-0,2.121610354248475,2.4475321427077184,1.684912597933609,-0
CAR_closed_8_T078_78,CAR,closed,8,T078,78,62,0,5,11,19,0,15,0,2,3,7,0,2.8989441930618396,0,1.4705882352941173,2.688888888888889,3.881720430107527,0,1.0704913047335434,-0,2.121610354248475,2.4475321427077184,1.994809694575054,-0
CAR_closed_8_T084_84,CAR,closed,8,T084,84,65,0,5,11,21,0,15,0,2,3,8,0,2.868295994568907,0,1.4705882352941173,2.688888888888889,4.366336633663367,0,1.0591738636903685,-0,2.121610354248475,2.4475321427077184,2.0997640694126503,-0
CAR_closed_8_T090_90,CAR,closed,8,T090,90,63,0,4,11,19,0,14,0,2,3,7,0,2.7240905971173643,0,1.6,2.688888888888889,3.967032967032967,0,1.0322210762713908,-0,2.3083120654223417,2.4475321427077184,2.038651665884396,-0
CAR_closed_8_T096_96,CAR,closed,8,T096,96,71,0,5,11,19,0,14,0,2,3,7,0,2.4795868175110676,0,1.4705882352941173,2.688888888888889,3.967032967032967,0,0.9395729261677541,-0,2.121610354248475,2.4475321427077184,2.038651665884396,-0
CAR_closed_8_T102_102,CAR,closed,8,T102,102,64,0,5,11,17,0,13,0,2,3,6,0,2.4468339307048983,0,1.4705882352941173,2.688888888888889,3.32183908045977,0,0.953950191487003,-0,2.121610354248475,2.4475321427077184,1.8539536904978213,-0
CAR_closed_8_T108_108,CAR,closed,8,T108,108,70,0,5,13,19,0,13,0,2,3,6,0,2.237442922374429,0,1.4705882352941173,2.5999999999999996,3.574257425742575,0,0.8723146583247818,-0,2.121610354248475,2.3666219892297766,1.9948310513366367,-0
CAR_closed_9_T0_0,CAR,closed,9,T0,0,15,2,8,5,5,0,7,2,2,3,4,0,2.586206896551724,2,1.28,2.272727272727273,3.571428571428571,0,1.3290474371631484,2.8853900817779268,1.8466496523378733,2.068725515060994,2.5762411444445776,-0
CAR_closed_9_T006_6,CAR,closed,9,T006,6,13,2,18,3,5,0,7,2,2,2,4,0,3.0727272727272728,2,1.1172413793103448,1.7999999999999998,3.571428571428571,0,1.5790694520088704,2.8853900817779268,1.61183859740698,2.596851073600134,2.5762411444445776,-0
CAR_closed_9_T012_12,CAR,closed,9,T012,12,12,2,20,3,5,0,7,2,2,2,4,0,3.4285714285714284,2,1.1049723756906078,1.7999999999999998,3.571428571428571,0,1.7619371738391452,2.8853900817779268,1.5941381667281365,2.596851073600134,2.5762411444445776,-0
